,NAME,ADDRESS,OPEN_YEAR_ROUND,HANDICAP_ACCESSIBLE,LAT,LNG,LAT1,LNG1,indicator,pro,add,add1
389,Luna Park Playground,West 12 St & Surf Ave,Yes,No,NA,NA,37.0239219,-94.7507402,,NA,NA,"W 12th St, Baxter Springs, KS 66713, USA"
390,Maria Hernandez Park,"Knickerbocker to Irving Ave, Starr to Suydam St",Yes,No,40.7031595,-73.9238951,NA,NA,1,NA,"Maria Hernandez Park, Knickerbocker Ave, Brooklyn, NY 11237, USA",NA
391,Marine Park,Burnett St btwn Ave U and Ave X/west of East 33rd St,Yes,No,40.5954615,-73.9212858,NA,NA,1,NA,"Marine Park, Fillmore Ave, Brooklyn, NY 11234, USA",NA
392,Marine Park Nature Center,East 33rd St & Ave U,Yes,Yes,NA,NA,NA,NA,,NA,"Marine Park Salt Marsh Nature Center, 3301 Avenue U, Brooklyn, NY 11234, USA","E 33rd St, Edmond, OK 73013, USA"
393,Marion-Hopkinson Playground,Hopkinson Ave & Marion St,Yes,No,NA,NA,40.6692495,-73.9135787,,NA,NA,"Thomas S Boyland St, Brooklyn, NY, USA"
394,Martinez Playground,"Scholes St, Graham Ave",Yes,No,40.7091573,-73.9439381,40.708466,-73.943466,1,3.26E-07,"Martinez Playground, 195 Graham Ave, Brooklyn, NY 11206, USA","Graham Av/Scholes St, Brooklyn, NY 11206, USA"
395,McCarren Park,12th St/Driggs Ave/Lorimer St/ Bedford Ave,Yes,No,40.7213441,-73.9526361,NA,NA,1,NA,NA,NA
396,McDonald Playground,"McDonald Ave, btwn Ave s & T",Yes,Not Available,42.3674971,-71.2309007,NA,NA,,NA,"Spray Park, Waltham, MA 02453, USA",NA
397,McKinley Park,"Fort Hamilton Pkwy, 73 to 78 St, 7 Ave",Yes,No,63.6515264,-148.8162163,40.6094454,-74.0285434,,1723.263617,"McKinley Park, AK, USA","Fort Hamilton, Brooklyn, NY, USA"
398,McLaughlin Park,"Tillary St, Jay St, Cathedral Pl, Bridge St",Yes,No,40.6963853,-73.986125,NA,NA,1,NA,"McLaughlin Park, Cathedral Pl, Brooklyn, NY 11201, USA",NA
399,Mellet Playground,Ave V btwn East 13 & East 14 St,Yes,No,40.5969589,-73.9573817,29.840364,31.3375167,1,1132.614567,"Mellett Playground, Brooklyn, NY 11229, USA","Street 13, Cairo Governorate, Egypt"
400,Metropolitan Pool,Southeast corner of Bedford & Metropolitan Ave,Yes,No,53.3738673,-3.0915022,33.780065,-117.9039335,,2249.61208,"Pool Ln, Birkenhead, Wirral, Merseyside CH49 5LR, UK","Bedford, Garden Grove, CA 92840, USA"
401,Monsignor Mcgolrick Park,"Driggs to Nassau Ave, Russell to Monitor",Yes,Not Available,40.7244435,-73.9433581,43.7232522,-111.1113326,1,111.4596453,"Msgr. McGolrick Park, Brooklyn, NY 11222, USA","Driggs, ID, USA"
402,Mt. Prospect Park,"Eastern Pkwy, Underhill Ave",Yes,No,52.3327,-6.49198,40.7625797,-73.5337516,,775.6813625,"Mount Prospect, Wexford, Ireland","Underhill Ave, Hicksville, NY 11801, USA"
403,Newport Playground,Newport Ave & osburn St,Yes,No,51.2071715,-2.1828989,NA,NA,,NA,"Newport, Warminster, Wiltshire BA12 8RH, UK","Newport Ave, United States"
404,Nostrand Playground,Nostrand & Foster Ave,Yes,No,NA,NA,NA,NA,,NA,NA,"Nostrand Ave, Brooklyn, NY, USA"
405,Ocean Hill Playground,"Bergen St, Rockaway Ave, Dean Street",Yes,No,40.6744138,-73.9121896,40.885978,-74.555825,1,0.136170208,"Ocean Hill Playground, Brooklyn, NY 11233, USA","N Bergen St, Dover, NJ 07801, USA"
406,Oracle Playground,Adelphi & Myrtle Ave,Yes,No,40.6939264,-73.9715243,39.0031656,-76.97192,1,5.072951434,"Oracle Playground, 121 Adelphi St, Brooklyn, NY 11205, USA","Adelphi, MD, USA"
407,Osborn Playground,Linden Blvd & Osborn St,Yes,No,40.656026,-73.905951,40.6578786,-73.896138,1,1.82E-05,"Osborn Playground, 553 Thatford Ave, Brooklyn, NY 11212, USA","Linden Blvd, New York, NY, USA"
408,Paerdegat Park,"Foster Ave, East 40-41 St",Yes,No,40.6382216,-73.9380028,40.678658,-73.723344,1,0.008680029,"Paerdegat Park, E 40th St, Brooklyn, NY 11210, USA","40 Foster Ave, Valley Stream, NY 11580, USA"
409,PS 59 Summer Playground,,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
410,Railroad Playground,Ditmas Ave btwn East 91 & East 92 st,Yes,Not Available,NA,NA,NA,NA,,NA,"Playground Ave, Shrewsbury, PA 17361, USA",NA
411,Rappaport Playground,"52-53 St, Fort Hamilton Parkway",Yes,No,NA,NA,NA,NA,,NA,NA,"Fort Hamilton Pkwy, Brooklyn, NY, USA"
412,Red Hook Park,"Otsega, Bay, Hicks, Lorraine, Court, Halleck st",Yes,No,NA,NA,NA,NA,,NA,"Recreation Park of Red Hook, Red Hook, NY 12571, USA",NA
413,Red Hook Park,"Columbia and Bay st, southeast of Halleck st sidewalk and northeasy of henry sidewalk",Yes,No,NA,NA,NA,NA,,NA,"Recreation Park of Red Hook, Red Hook, NY 12571, USA",NA
414,Red Hook Park (Coffey Park Playground,"King, Richards, & Dwight St",Yes,No,40.6772802,-74.0094471,52.6339568,-1.152479,1,871.1272056,"Red Hook, Brooklyn, NY, USA","King Richards Rd, Leicester, Leicester LE3 5QG, UK"
415,Red Hook Park (Recreation Center),"Otsego, Bay, Hicks, Lorraine, Court, Halleck St",Yes,No,40.6772802,-74.0094471,NA,NA,1,NA,"Red Hook, Brooklyn, NY, USA",NA
416,Rodney Playground South,"Rodney, South 3 & South 4 St",Yes,No,40.709785,-73.9559123,42.2054689,-95.9498735,1,32.89601366,"Rodney Playground South, 286 S 3rd St, Brooklyn, NY 11211, USA","3rd St, Rodney, IA 51051, USA"
417,Roebling Playground,"Wilson & Lee Ave, Taylor St",Yes,No,40.7064875,-73.9615144,35.7212689,-77.9155395,1,19.71167947,"Roebling Playground, 525 Bedford Ave, Brooklyn, NY 11211, USA","Wilson, NC, USA"
418,Rolf Henry Playground,New York & Clarkson Ave,Yes,No,40.6557697,-73.9474387,40.7127837,-74.0059413,1,0.003335467,"Rolf Henry Playground, 748 New York Ave, Brooklyn, NY 11203, USA","New York, NY, USA"
419,Rudd Playground,Aberdeen St & Bushwick Ave,Yes,No,NA,NA,NA,NA,,NA,"Rudd Playground, 99 Aberdeen St, Brooklyn, NY 11207, USA","Aberdeen St, Geelong VIC, Australia"
420,Russell Pederson Playground,"Colonial Rd, 83 to 85 St",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
421,Saratoga Square Park,"Howard Ave, Halsey, Macon St",Yes,No,NA,NA,NA,NA,,NA,NA,NA
422,Seth Low Playground,"Ave P, Bay Pkwy, West 12 St",Yes,No,40.6081073,-73.9863087,32.0809608,-81.0913453,1,60.58568798,NA,NA
423,Shore Road Park,72nd St to Harbor View,Yes,Not Available,39.1683348,-74.7425098,NA,NA,,NA,"Shore Rd, New Jersey, USA",NA
424,Shore Road Park,"92nd St to 4 Ave, lower half by expressway",Yes,Not Available,39.1683348,-74.7425098,NA,NA,,NA,"Shore Rd, New Jersey, USA",NA
425,Shore Road Park,"92nd St to 4 Ave, upper half by road",Yes,Not Available,39.1683348,-74.7425098,NA,NA,,NA,"Shore Rd, New Jersey, USA",NA
426,Slope Park,6 Ave Bet 18 & 19 Sts,Yes,Not Available,35.4474222,-93.7355412,29.8387038,31.3384993,,701.5050723,"Park, Altus, AR 72821, USA","Street 18, Cairo Governorate, Egypt"
427,Sperandeo Brothers,Atlantic Ave & Elton St,Yes,No,40.6770054,-73.8847238,40.0719932,-85.8630353,,7.247024593,"Sperandeo Brothers Playground, Elton St, Brooklyn, NY 11208, USA","Atlantic Ave, Indiana, USA"
428,Star Spangled Banner Playground,Franklin & Wiloughby Ave,Yes,No,NA,NA,35.9250637,-86.8688899,,NA,NA,"Franklin, TN, USA"
429,Sternberg Park,"Montrose Ave, Boerum, Lorimer, Leonard St",Yes,Yes,40.7064848,-73.947371,56.706922,-2.466115,1,1143.731348,"Sternberg Park, Boerum St, Brooklyn, NY 11206, USA",NA
430,Stockton Playground,Marcy & Park Ave,Yes,No,40.6973709,-73.948184,43.1706253,-75.2915564,1,3.322501699,NA,NA
431,Stroud Playground,Classon Ave & Sterling Place,Yes,No,40.6750147,-73.9618817,NA,NA,1,NA,NA,NA
432,Sunset Park,"41 to 44 St, 5 to 7 ave",Yes,No,40.645532,-74.0123851,-8.8555137,-48.5083212,1,1262.477833,"Sunset Park, Brooklyn, NY, USA","R. W-7, 44 - St. Piassara, GuaraÌ_ - TO, 77700-000, Brazil"
433,Sunset Park (Rec Center),"41 to 44 St, 5 to 7 ave",Yes,No,41.5021199,-87.060687,-8.8555137,-48.5083212,,1941.405911,"Sunset Dr, Valparaiso, IN 46383, USA","R. W-7, 44 - St. Piassara, GuaraÌ_ - TO, 77700-000, Brazil"
434,Surf Playground,West 27 St & Surf Ave,Yes,No,40.5732096,-73.9929283,36.8756394,-76.2967379,1,8.518497723,"Surf Playground, 2727 Surf Ave, Brooklyn, NY 11224, USA","W 27th St, Norfolk, VA, USA"
435,Tiger Playground,Evergreen Ave & Eldert St,Yes,Yes,40.6881981,-73.9111814,43.2773188,-93.4083467,1,50.48051427,"Tiger Playground, 116 Eldert St, Brooklyn, NY 11207, USA","Evergreen Ave, Hanlontown, IA 50444, USA"
436,Tilden Playground,"Tilden Ave, East 48 to East 49 St",Yes,No,NA,NA,43.6947781,-79.5158585,,NA,NA,"49 Tilden Crescent, Etobicoke, ON M9P 1V8, Canada"
437,Underhill Playground,Underhill Ave & Prospect Pl,Yes,No,NA,NA,NA,NA,,NA,"Underhill Playground, Underhill Ave, Brooklyn, NY 11238, USA","Underhill Ave, Yorktown Heights, NY 10598, USA"
438,Underwood Park,Lafayette & Waverly Ave,Yes,Yes,NA,NA,NA,NA,,NA,"Underwood Park, Leggett, CA 95585, USA","Lafayette, LA, USA"
439,Van Voorhees Lower Park,"Congress, Columbia, West/South BQE",Yes,Not Available,NA,NA,NA,NA,,NA,"E Voorhees St, Harmony, IN, USA",NA
440,Washington Hall Playground,"Park, Washington Ave to Hall St",Yes,Yes,NA,NA,NA,NA,,NA,"Washington, DC, USA",NA
441,West 2nd St Comfort Station,W 2nd St,Yes,No,NA,NA,33.3909024,-104.7074011,,NA,NA,"W 2nd St, Roswell, NM, USA"
442,West 8nd St CS,W 8 St,Yes,No,NA,NA,33.4242225,-94.057226,,NA,NA,"W Dr Martin Luther King Jr Blvd, Texarkana, TX 75501, USA"
443,William E. Kelly Memorial Park,"Ave S, East 14 & East 15 St",Yes,No,39.973534,-75.190743,47.3766659,-100.2472338,,185.4965063,"Ellen Phillips Samuel Memorial, Kelly Dr, Philadelphia, PA 19130, USA","14th Ave SE, Denhoff, ND 58430, USA"
444,William Sheridan Playground,"Wythe Ave, Berry & Grand St",Yes,No,40.7151949,-73.9640858,NA,NA,1,NA,"William Sheridan Playground, Brooklyn, NY 11211, USA",NA
445,Willoughby Playground,Tompkins & Willoughby Ave,Yes,No,40.6944871,-73.94692,42.3730923,-84.5416359,1,17.7843452,"Willoughby Playground, Vernon Ave, Brooklyn, NY 11206, USA","Tompkins, MI 49277, USA"
446,Wingate Park,Brooklyn Ave & Rutland Rd,Yes,No,NA,NA,33.0303077,-83.9287213,,NA,"Wingate Park, 600 Kingston Ave, Brooklyn, NY 11203, USA","Brooklyn Ave, Forsyth, GA 31029, USA"
447,Woods Playground,Bergen St & Utica Ave,Yes,No,38.9395996,-77.3781995,40.686145,-73.990862,,5.916138729,"Stratton Woods Playground, Reston, VA 20191, USA",NA
448,Yak Playground,Ave Y btwn Coyle & Batchelder St,Yes,Yes,40.5925244,-73.9365332,NA,NA,1,NA,NA,NA
449,Alley Park,67 Ave & 230 St,Yes,No,35.4474222,-93.7355412,25.9478599,-80.3073243,,127.562183,NA,"67th Ave, Hialeah, FL 33015, USA"
450,Andrews Playground,49 Ave & Vernon Blvd & 5 St,Yes,Not Available,40.7434498,-73.9548102,46.9262788,-101.4914046,1,170.2540544,"Andrews Grove, 49th Ave, Long Island City, NY 11101, USA","49th Ave, New Salem, ND 58563, USA"
451,Alley Pond Park,"Grand Central pkwy, Winchester Blvd, Union Tpke",Yes,No,54.52604,-6.06407,NA,NA,,NA,"Pond Park Rd, Lisburn, Lisburn BT28 3LA, UK",NA
452,Alstyne Playground,Alystine Ave & 102 St,Yes,No,NA,NA,40.7433542,-73.8636818,,NA,NA,"Alstyne Ave, New York, USA"
453,Ampere Playground (PS 64),101 Ave & 82 St,Yes,No,NA,NA,40.687565,-73.834403,,NA,NA,"101st Ave, New York, NY, USA"
454,Annandale Playground,Yellowstone Blvd & 65 Rd & 65 Ave,Yes,Yes,40.7312764,-73.8516467,29.6935712,-95.3616088,1,237.4206205,"Annadale Playground, 64th Rd, Rego Park, NY 11374, USA","Yellowstone Blvd, Houston, TX, USA"
455,Arrow Community Garden,35th St & 36th Ave,Yes,No,32.0094498,-102.0970413,38.4047226,-82.600277,,124.6871264,"Community Ln, Midland, TX 79701, USA","35th St, Catlettsburg, KY 41129, USA"
456,Astoria Heights Playground,"30 Rd, 45 to 46 St",Yes,No,NA,NA,NA,NA,,NA,"Astoria Heights Playground, 30th Rd, Astoria, NY 11103, USA","Street 46, Giza Governorate, Egypt"
457,Athens Sq,29 St & 30 St & 30 Ave & Newtown Ave,Yes,Yes,NA,NA,NA,NA,,NA,"Athens Square, Astoria, NY 11102, USA","29th St, Unionville, MO 63565, USA"
458,Aubondale Playground,170-171 St & 33-35 Ave,Yes,No,NA,NA,NA,NA,,NA,"Auburndale Playground, Flushing, NY 11358, USA","170 171st St, Woodstock, MN 56186, USA"
459,Baisley Pond Park,157 St & 116 Ave,Yes,No,40.6755827,-73.7852922,45.1064033,-96.7980804,,101.965536,"Baisley Pond Park, Baisley Blvd, Jamaica, NY 11434, USA","157th St, South Dakota, USA"
460,Bay Terrace Playground,23 Ave & 212 St,Yes,No,47.54238,-122.6262006,48.0054429,-97.8551628,,11.4705486,"Bay St, Port Orchard, WA 98366, USA","23rd Ave, Niagara, ND 58266, USA"
461,Bayside Fields,"204 St & 29 Ave, Clearview Expressway",Yes,Yes,37.7247016,-75.7236849,44.4267369,-97.516649,,146.0572147,"Field Rd, Onancock, VA 23417, USA","204th St, South Dakota, USA"
462,Bayside Playground,Beach Channel Dr & Seaside Ave,Yes,No,40.5849818,-73.8251811,40.5897085,-73.8148117,1,4.90E-05,"Bayside Playground, Beach Channel Dr, Rockaway Park, NY 11694, USA","Beach Channel Dr, New York, USA"
463,Bellaire Playground,89 Ave & 207 & 208 St,Yes,No,40.7215183,-73.7578984,40.710539,-73.7871156,1,0.000320784,"Bellaire Playground, 208th St, Queens Village, NY 11427, USA","89th Ave, New York, USA"
464,Big Bush Park,61 St & Brooklyn-Queens Expressway,Yes,No,NA,NA,NA,NA,,NA,"Big Bush Park, Woodside, NY 11377, USA","61st St, Superior, WI 54880, USA"
465,Bowne Playground,Union Street & Stanford Ave,Yes,No,NA,NA,NA,NA,,NA,"Bowne Playground, Flushing, NY 11355, USA","N Union Rd, Wisconsin, USA"
466,Breininger park,Braddock Ave & 240 St,Yes,No,NA,NA,NA,NA,,NA,"Breininger Park, Edmore Ave, Jamaica, NY 11426, USA","Braddock Ave, New York, NY, USA"
467,Brookville Park,Conduit Ave & Brookville Blvd & 144th Ave & 233rd St,Yes,No,53.3869358,-6.2014178,39.3334982,-76.6375925,,989.8703859,"Brookville Park, Dublin, Ireland",NA
468,Cabbell Park/Cambria Palyground,121 Ave & 220 St,Yes,No,NA,NA,44.9720313,-96.4146613,,NA,NA,"121st Ave, Marietta, MN 56257, USA"
469,Captain Tilly Park,Highland Ave & Upland Pkwy & Gothic Pkwy & 85 Ave,Yes,No,40.7124413,-73.7988958,36.53264,-119.6289038,1,191.560327,"Captain Tilly Park, Jamaica, NY 11432, USA","Highland Ave, Selma, CA 93662, USA"
470,Captain Mario Fajardo Park,Kissena Blvd & Booth Memorial Ave,Yes,No,NA,NA,40.7413696,-73.8148124,,NA,NA,"Kissena Blvd, New York, USA"
471,Castlewood Playground,Little Neck Pkwy & 72 Ave,Yes,No,40.7493312,-73.7223177,40.7536177,-73.7227354,1,1.79E-06,"Castlewood Playground, 252nd St, Jamaica, NY 11426, USA","Little Neck Pkwy, Floral Park, NY, USA"
472,Challenge Playground,251 St & 63 Ave,Yes,No,40.7567232,-73.7281103,43.7457298,-97.6172678,1,71.40484944,"Challenge Playground, 251st St, Little Neck, NY 11362, USA","251st St, South Dakota, USA"
473,Clement Clark Moore Park,Broadway & 83 St,Yes,No,40.7466119,-74.0043308,41.1115472,-73.8583806,1,0.05326238,"Clement Clarke Moore Park, 195 10 Avenue, New York, NY 10011, USA","Broadway, New York, USA"
474,Clintonville Playground,Clintonville St & 17 Rd & 17 Ave,Yes,No,40.7833263,-73.807903,40.7864387,-73.8098461,1,6.05E-06,"Clintonville Playground, Whitestone, NY 11357, USA","Clintonville St, New York 11357, USA"
475,College Point Park,130th St & 23rd Ave,Yes,No,40.8290126,-77.8428055,45.5074988,-99.9148046,,103.2635432,NA,NA
476,Corona Golf Playground,109 St & 46-47 Ave,Yes,No,40.7474938,-73.8549547,45.8105239,-99.5333357,,130.0104159,"Corona Golf Playground, 46th Ave, Corona, NY 11368, USA","109th St, Eureka, SD 57437, USA"
477,Crocheron Park Field House,34th Ave & 214th Pl & 34th Rd & 214th Ln & 35th Ave & 216th St,Yes,No,NA,NA,40.7543568,-73.8794598,1,NA,NA,"34th Ave, New York, USA"
478,Crowley Playground,57 Ave & 83 St,Yes,No,40.7294578,-73.8799463,37.548291,-99.0500762,1,80.07038159,"Crowley Playground, Queens, NY 11373, USA","57TH Ave, Kiowa Rural, KS, USA"
479,Cunningham Park,210 St & 73 Ave,Yes,Yes,40.7367631,-73.7683784,40.7423761,-95.2234607,1,0.120427377,"Cunningham Park, Grand Central Pkwy, Oakland Gardens, NY 11364, USA","210th St, Iowa, USA"
480,Detective Keith L. Williams Park,106 Ave & 173 St & Liberty Ave & 172 St,Yes,Not Available,NA,NA,42.4644948,-85.641923,,NA,NA,"106th Ave, Plainwell, MI 49080, USA"
481,Ditmars Park Playground,23 Ave to Ditmars Blvd,Yes,No,40.7727441,-73.8976184,NA,NA,1,NA,"Paul Raimonda Playground, 47th St, Queens, NY 11105, USA",NA
482,Dr. Charles R. Drew Memorial Park,Van Wyck Expressway & 116 Ave & 140 St & 115 Ave,Yes,No,NA,NA,NA,NA,,NA,"Doctor Charles R Drew Memorial Park, Jamaica, NY 11436, USA",NA
483,Dutch Kills Playground,"crescent-28 St, 36 Ave & 37 Ave",Yes,No,NA,NA,NA,NA,,NA,NA,NA
484,East Elmhurst Playground,25 Ave & 98 St,Yes,Yes,NA,NA,NA,NA,,NA,NA,"25th Ave, Gulfport, MS 39501, USA"
485,East Springfield Playground,115 Rd between 218 & 219 St,Yes,No,NA,NA,NA,NA,,NA,"East Springfield Playground, 218th St, Cambria Heights, NY 11411, USA","115 Between the Mountains Rd, Newbury, NH 03255, USA"
486,Ederle Comfort Station,"Grand Central pkwy & Whitestone Exwy between 111 St & College Point Blvd, Park Dr E",Yes,Yes,NA,NA,40.7186362,-73.7954966,2,NA,NA,"Grand Central Pkwy, New York, USA"
487,Electric Playground,164 St & South of 65 Ave,Yes,No,40.7360573,-73.8053296,45.0059538,-96.8922357,1,98.57869955,"Electric Playground, Fresh Meadows, NY 11365, USA","164th St, South Dakota, USA"
488,Emerald Playground,14 St between Jewe Ave & 71 Ave,Yes,No,40.7309791,-73.8059729,61.1540538,-149.9542148,1,1555.181233,"Emerald Playground, 71st Ave, Fresh Meadows, NY 11365, USA","Bike path between Caravelle Dr and Jewel Lake Rd, Anchorage, AK 99502, USA"
489,Equity Park,90 St & 88 ave & 89 Ave,Yes,No,40.6913888,-73.8534845,42.7591754,-91.7155762,1,36.93499387,"Equity Park, 88th Ave, Woodhaven, NY 11421, USA","90th St, Iowa, USA"
490,Farm Playground,73 Ave & 195 St & 196 Pl,Yes,No,51.9036395,-2.0424469,40.7381109,-73.7674294,,800.8473434,"Priors Farm Playground, Salamanca Rd, Yorkley Rd, Cheltenham, Gloucestershire GL52 5JZ, UK","73rd Ave, Floral Park, NY 11005, USA"
491,Fisher Pool,32 Ave & 99 St,Yes,No,NA,NA,NA,NA,,NA,NA,NA
492,Flushing Fields,Bayside Ave & 25 Ave & 149 to 150 St,Yes,Not Available,NA,NA,40.7714722,-73.8172937,2,NA,"Westfield Dr, Flushing, MI 48433, USA","Bayside Ave, Flushing, NY 11354, USA"
493,Flushing Meadows Corona Park,Park Drive E & 73 Terrace,Yes,No,40.7397136,-73.840785,40.7251204,-73.8277254,1,0.000190581,"Flushing Meadows Corona Park, Queens, NY 11375, USA","Park Dr E, New York, USA"
494,Flushing Meadows Corona Park,College Point Blvd & Lawrence St,Yes,No,40.7397136,-73.840785,40.7672815,-73.8395189,1,3.49E-05,"Flushing Meadows Corona Park, Queens, NY 11375, USA","College Point Blvd, New York, NY, USA"
495,Flushing Meadows Corona Park,111 St & Corona Ave,Yes,Yes,40.7397136,-73.840785,41.6872618,-87.9243423,1,13.34484937,"Flushing Meadows Corona Park, Queens, NY 11375, USA","111th St, Lemont, IL 60439, USA"
496,Flushing Meadows Corona Park,Grand Central Pkwy & Van Wyck Expressway,Yes,No,40.7397136,-73.840785,40.7186362,-73.7954966,1,0.000954562,"Flushing Meadows Corona Park, Queens, NY 11375, USA","Grand Central Pkwy, New York, USA"
497,Hallets Cove Playground,Hallets Cove & Vernon Blvd,Yes,Not Available,40.7717904,-73.9343288,-37.1966644,144.0833442,1,16998.50108,"Goodwill Park, 30-01 Vernon Blvd, Astoria, NY 11102, USA","Hallets Ln, Yandoit VIC 3461, Australia"
498,Hammel Playground,Rockaway Beach Blvd between beach 84 St & Beach 81 St,Yes,Not Available,NA,NA,40.5831381,-73.8226613,2,NA,NA,"Rockaway Beach Blvd, New York, USA"
499,Harold Schneideman Playground,155 Ave & 83 St,Yes,Yes,NA,NA,41.6400998,-90.5980213,,NA,NA,"155th Ave, Eldridge, IA 52748, USA"
500,Hart Playground,37 Ave & west of 69 St,Yes,No,40.7489054,-73.8972181,41.5505926,-87.2047099,1,10.66844584,"Hart Playground, 37th Ave, Woodside, NY 11377, USA","37th Ave, Portage, IN 46368, USA"
501,Harvey Park,"15 to 20 Ave, east of Whitestone Expressway",Yes,No,44.7868951,-69.7144475,38.6109359,-90.3711983,,127.5752501,"Fire Lane 12, Skowhegan, ME 04976, USA","Whitestone Terrace, St. Louis, MO 63119, USA"
502,Hemon MacNeil Park,East of paved path running north from 119th St,Yes,No,40.7928327,-73.8518567,NA,NA,1,NA,"Hermon A. Macneil Park, College Point, NY 11356, USA",NA
503,Highland Park,"Jamaica Ave & Elton St, Heath Pl & Highland Blvd",Yes,No,NA,NA,NA,NA,,NA,"Highland Park, NJ, USA","Jamaica Ave, Floral Park, NY 11001, USA"
504,Hoffman Park,Hoffman Dr & west of Queens Blvd,Yes,No,42.2048071,-88.2740982,42.2350027,-85.2716026,,0.090662156,"Hoffman Park, Cary, IL 60013, USA","Hoffman Dr, Battle Creek, MI 49015, USA"
505,Hollis Playground,205 St & Hollis Ave,Yes,No,42.3937022,-71.1290087,44.414235,-98.2489349,,54.79670042,"Hollis Park, Cambridge, MA 02140, USA","205th St, South Dakota, USA"
506,Holy Cow Playground,Peck Ave & Harding Blvd,Yes,No,40.741262,-73.776427,40.9852219,-73.6771619,1,0.024216704,"Holy Cow Playground, 175-07 Peck Ave, Fresh Meadows, NY 11365, USA","Peck Ave, Rye, NY 10580, USA"
507,Hoover Playground,Manton St & 83 Ave,Yes,No,40.7120075,-73.8216889,39.9373794,-75.1802915,1,1.052411751,"Hoover - Manton Playgrounds, Manton St, Briarwood, NY 11435, USA","Manton St, Philadelphia, PA 19146, USA"
508,Horace Harding Playground,62 Dr between 97 Pl & 98 St,Yes,Not Available,40.7357639,-73.8567468,33.8631902,-84.4649469,1,72.90563701,"Horace Harding Playground, 62nd Ave, Rego Park, NY 11374, USA","Between the Paces SE, Atlanta, GA 30339, USA"
